Tabelle: DD02T
Angezeigte Felder:  3 von  3  Feststehende Führungsspalten: 2  Listbreite 0250
------------------------------------------------------------------------------------------------------------
| |TABNAME                         |DDLANGUAGE|DDTEXT                                                      |
| |E1BP2080_NOTTASKI               |U         |Ilmoitustoimenpide luontia varten                           |
| |E1BP2093_RES_HEAD               |U         |BAPI-tietoliikennerakenne: varaus, otsikkokentät            |
| |E1BP2093_RES_ITEM               |U         |BAPI-tietoliikennerakenne: varaus, rivikentät               |
| |E1BP2093_TEST                   |U         |BAPI-tietoliikennerakenne: varaus, testiajo                 |
| |E1BP7011_1                      |U         |Liittymärakenne IT 2001/2002 varten (ilman tiliöintiobjekt.)|
| |E1BP7011_2                      |U         |Liittymärakenne IT 2001/2002 varten (kustannusten kohdistus)|
| |E1BP7011_3                      |U         |Liittymärakenne IT 2001/2002 varten (toim. sis. veloitus)   |
| |E1BP7012_1                      |U         |Liittymärakenne IT 2010 varten (ilman tiliöintiobjekteja)   |
| |E1BP7012_2                      |U         |Liittymärakenne IT 2010 varten (kustannusten kohdistus)     |
| |E1BP7012_3                      |U         |Liittymärakenne IT 2010 varten (toiminnon sis. veloitus)    |
| |E1BP7013_1                      |U         |Rakenne 1: business-objekti PTimeOverview                   |
| |E1BP7013_2                      |U         |Rakenne 2: business-objekti PTimeOverview: aikalajit        |
| |E1BP7013_4                      |U         |Rakenne 4: business-objekti PTimeOverview: henkilövalinnat  |
| |E1BP7023_ARREARS                |U         |Ulkoistaminen: siirrä viivästymät                           |
| |E1BP7023_PAYPERIODS             |U         |Aikaisempien tietojen siirto: palkanlaskentakaudet          |
| |E1BP7023_PAYPERIODS_OUT         |U         |Ulkoistaminen: palkanlaskentakaudet                         |
| |E1BP7023_WAGETYPES              |U         |Aikaisempien tietojen siirto: siirrä palkkalajit            |
| |E1BP7023_WAGETYPES_OUT          |U         |Siirrä palkkalajit ulkoistajalta                            |
| |E1BP7031_1                      |U         |IT 2003:n liittymärakenne - yleiset päiväinformaatiot       |
| |E1BP7031_2                      |U         |IT 2003:n liittymärakenne - aikavälitiedot                  |
| |E1BPAAITM                       |U         |Line items: activity allocation - BAPI's actual postings    |
| |E1BPABHEADCTEXT                 |U         |Agentuuriliiketapahtuma: muutostapauksen otsikkotekstit     |
| |E1BPABHEADTEXT                  |U         |Agentuuriliiketapahtuma: luontitapauksen otsikkotekstit     |
| |E1BPABITEMCTEXT                 |U         |Agentuuriliiketapahtuma: muutostapauksen rivitekstit        |
| |E1BPABITEMTEXT                  |U         |Agentuuriliiketapahtuma: luontitapauksen rivitekstit        |
| |E1BPABLISTTEXT                  |U         |Agentuuritapahtuma: luettelon muutostapauksen otsikkotekstit|
| |E1BPACAM01                      |U         |Perustietue - poistuva käyttöomaisuusyksikkö (ANLA)         |
| |E1BPACAM04                      |U         |Aikasidonnaiset tiedot - englanninkieliset kentän nimet     |
| |E1BPACAM06                      |U         |Perustietue - poistuva käyttöomaisuusyksikkö (ANLA)         |
| |E1BPACAM07                      |U         |Vakuutustiedot                                              |
| |E1BPACAM08                      |U         |Poistuvan KO-yksikön tiedot uuteen KO-yks.siirtämistä varten|
| |E1BPACAM11                      |U         |Hankinta siirrosta/siirtokirjauksesta                       |
| |E1BPACAM21                      |U         |Poistuvan käyttöomaisuusyksikön arvot siirrosta/glob. alue  |
| |E1BPACAP03                      |U         |Taloushallinnon kirjaus: saapuva lasku (toimittaja)         |
| |E1BPACAP06                      |U         |Taloushallinnon kirjaus: palkanlaskenta (HR-velkoja)        |
| |E1BPACAR01                      |U         |Taloushallinnon kirjaus: lasku (asiakas)                    |
| |E1BPACAR05                      |U         |Taloushallinnon kirjaus: palkanlaskenta (asiakas)           |
| |E1BPACCONDC                     |U         |Tietoliikennerakenne: muuta toimittajalaskun ehtoja         |
| |E1BPACCONDCU                    |U         |Tietoliikennerakenne: muuta - agent. ehdot - asiakas        |
| |E1BPACCONDCUX                   |U         |Tietoliikennerakenne: ohjaus - agent. ehdot - asiakas       |
| |E1BPACCONDCX                    |U         |Tietoliikennerakenne: toimittajalaskun ehtojen ohjaus       |
| |E1BPACCR01                      |U         |Taloushallinnon kirjaus: lasku (valuuttakentät, rivi)       |
| |E1BPACCR04                      |U         |Taloushallinnon kirjaus: palkanlaskenta (valuuttakentät)    |
| |E1BPACCR08                      |U         |Taloushallinnon kirjaus: lasku (valuuttakentät, rivi)       |
| |E1BPACCR30                      |U         |Taloushallinnon kirjaus: lasku (valuuttakentät, rivi)       |
| |E1BPACCRPO                      |U         |Taloushallinnon kirjaus: sitoumus (valuuttakentät)          |
| |E1BPACCRSO                      |U         |Kirjaus taloushallintoon: asiakastilaus/tarjous (valuutta)  |
| |E1BPACDH                        |U         |Tietoliikennerakenne: otsikkotiedot, maksutositteet         |
| |E1BPACDOCRAN                    |U         |BAPI valintarakenne: agentuuriliiketapahtuman tositenumerot |
| |E1BPACGL01                      |U         |Taloushallinnon kirjaus: lasku (rivi)                       |
| |E1BPACGL02                      |U         |Taloushallinnon kirjaus materiaalihallinnosta: rivi         |
| |E1BPACGL03                      |U         |Taloushallinnon kirjaus: laskunvastaanotto (rivi)           |
| |E1BPACGL04                      |U         |Taloushallinnon kirjaus: pääkirja HR (rivi)                 |
| |E1BPACGL05                      |U         |Taloushallinnon kirjaus: pääkirja HR-AR (rivi)              |
| |E1BPACGL06                      |U         |Taloushallinnon kirjaus: pääkirja HR-AP (rivi)              |
| |E1BPACGL08                      |U         |Kirjaus taloushallinnossa: yleinen kirjaus                  |
| |E1BPACGL30                      |U         |Kirjaus BAPI:n kautta: kirjaustiedot toiseen sovellukseen   |
| |E1BPACHC                        |U         |Tietoliikennerakenne: muuta maksutositteen otsikkotietoja   |
| |E1BPACHCX                       |U         |Tietoliikennerakenne: muuta maksutos. ots.tietojen ohjausta |
| |E1BPACHE01                      |U         |Taloushallinnon kirjaus: lasku (otsikko)                    |
| |E1BPACHE02                      |U         |Taloushallinnon kirjaus: varastotapahtuma (otsikko)         |
| |E1BPACHE03                      |U         |Taloushallinnon kirjaus: saapuva lasku (otsikko)            |
| |E1BPACHE04                      |U         |Taloushallinnon kirjaus: palkanlaskenta (otsikko)           |
| |E1BPACHE05                      |U         |Taloushallinnon kirjaus: laskenta HR + AR (otsikko)         |
| |E1BPACHE06                      |U         |Taloushallinnon kirjaus: laskenta HR + AP (otsikko)         |
| |E1BPACHE07                      |U         |Taloushallinnon kirjaus: tilaus (otsikko)                   |
| |E1BPACHE08                      |U         |Kirjaus taloushallinnossa: yleinen kirjaus                  |
| |E1BPACHE30                      |U         |Kirjaus taloushallintoon: käyttöomaisuuden siirto (otsikko) |
| |E1BPACHEAD                      |U         |Tietoliikennerakenne: maksutositteen otsikkotiedot          |
| |E1BPACHEADO                     |U         |Tietoliikennerakenne: maksutositteen otsikkotiedot          |
| |E1BPACIC                        |U         |Tietoliikennerakenne: maksutositteen rivitiedot             |
| |E1BPACICX                       |U         |Tietol.rakenne: muuta maksutos. rivitietojen ohjausta       |
| |E1BPACIOBJ                      |U         |CO-suunnittelu: Objects for Activity Input Plan BAPIs       |
| |E1BPACISTRU                     |U         |CO-suunnittelu: Activity Input & Key Figure Plan BAPIs      |
| |E1BPACITEM                      |U         |Tietoliikennerakenne: maksutositteen rivitiedot             |
| |E1BPACITEMO                     |U         |Tietoliikennerakenne: maksutositteen rivitiedot             |
| |E1BPACITOT                      |U         |CO-suunnittelu: Total Values for Activity Input Plan BAPIs  |
| |E1BPACIVAL                      |U         |CO-suunnittelu: Total Values for Activity Input Plan BAPIs  |
| |E1BPACKECR                      |U         |Taloushallinnon kirjaus: CO-PA-tiliöinnin ominaisuudet      |
| |E1BPACKEVA                      |U         |Taloushallinnon kirjaus: CO-PA-tiliöinnin arvokentät        |
| |E1BPACPA00                      |U         |Taloushallinnon kirjaus: kumppani - lasku (Load Receivable) |
| |E1BPACPCTRL                     |U         |CO-suunnittelu: ohjausarvot, toimintosuunnitelman BAPIt     |
| |E1BPACPMBLK                     |U         |Maksulukituksen muutokseen liittyvä viiteinformaatio        |
| |E1BPACPO00                      |U         |Taloushallinnon kirjaus: tilaus (rivi)                      |
| |E1BPACPOBJ                      |U         |CO-suunnittelu: Objects for Activity Plan BAPIs             |
| |E1BPACPR00                      |U         |Taloushallinnon kirjaus: hankintaehdotus (rivi)             |
| |E1BPACPSTRU                     |U         |CO-suunnittelu: Activity Plan BAPIs                         |
| |E1BPACPTOT                      |U         |CO-suunnittelu: Total Values for Activity Plan BAPIs        |
| |E1BPACPVAL                      |U         |CO-suunnittelu: Total Values for Activity Plan BAPIs        |
| |E1BPACPVAL1                     |U         |CO-suunnittelu: Total Values for Activity Plan BAPIs        |
| |E1BPACREV                       |U         |Viiteinformaatio peruutusta varten taloushallinnossa        |
| |E1BPACSO00                      |U         |Kirjaus taloushallintoon: asiakastilaus (rivi)              |
| |E1BPACSOKECR                    |U         |Taloushallinnon kirjaus: CO-PA-tiliöinnin ominaisuudet      |
| |E1BPACSOKEVA                    |U         |Taloushallinnon kirjaus: CO-PA-tiliöinnin arvokentät        |
| |E1BPACSQ00                      |U         |Kirjaus taloushallintoon: asiakastarjous (rivi)             |
| |E1BPACTR00                      |U         |Taloushallinnon kirjaus: matkat (rivi)                      |
| |E1BPACTX01                      |U         |Taloushallinnon kirjaus: verot (rivi)                       |
| |E1BPAD1VAL                      |U         |BAPI-rakenne osoitteiden jakoa varten                       |
| |E1BPAD1VL                       |U         |BAPI-rakenne osoitteiden jakoa varten                       |
| |E1BPAD1VL1                      |U         |BAPI-rakenne osoitteiden jakoa varten                       |
| |E1BPAD2VL                       |U         |Siirtorakenne henkilölle henkilökohtaisen osoitteen kanssa  |
| |E1BPAD2VL1                      |U         |Siirtorakenne henkilölle henkilökohtaisen osoitteen kanssa  |
| |E1BPAD3VL                       |U         |Palautusrakenne henkilön osoitteelle yrityksessä            |
| |E1BPADDR1X                      |U         |BAPI-muutos-viiterakenne osoitteille (organisaatio/yritys)  |
| |E1BPADDRES1                     |U         |BAPI siirtorakenne osoitteille 1                            |
| |E1BPADDRESS                     |U         |BAPI siirtorakenne osoitteille                              |
